ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_For,num_children,has_kids,is_grad,is_undergrad,is_single,is_partnered,total_spend,spend_to_income_ratio,MntWines_ratio,MntFruits_ratio,MntMeatProducts_ratio,MntFishProducts_ratio,MntSweetProducts_ratio,MntGoldProds_ratio,total_purchases,web_purchase_ratio,store_purchase_ratio,catalog_purchase_ratio,deal_purchase_ratio,is_discount_heavy,campaign_accept_count,responded_any_campaign,is_recent_customer,is_dormant_customer,is_high_spender,is_low_spender
1994,1983,Graduation,Married,10.847052926545164,1,0,2013-11-15,11.0,1.791759469228055,1.791759469228055,1.9459101490553132,0.0,1.0986122886681096,0.6931471805599453,1.0,1.0,0.0,2.0,7.0,0,0,0,0,0,0,3,11,0,43.0,226.0,1,1,1,0,0,1,2.995732273553991,0.0003697828985140566,0.2631578947368421,0.2631578947368421,0.3157894736842105,0.0,0.10526315789473684,0.05263157894736842,3.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0,0.0,0,1,0,0,1
387,1976,Basic,Married,8.922791623969637,0,0,2012-11-13,59.0,1.9459101490553132,2.833213344056216,2.4849066497880004,2.4849066497880004,0.6931471805599453,2.833213344056216,1.0,2.0,0.0,3.0,8.0,0,0,0,0,0,0,3,11,0,50.0,593.0,0,0,0,1,0,1,4.127134385045092,0.008133333333333333,0.09836065573770492,0.26229508196721313,0.18032786885245902,0.18032786885245902,0.01639344262295082,0.26229508196721313,5.0,0.4,0.6,0.0,0.2,0,0.0,0,0,0,0,1
2125,1959,Graduation,Divorced,11.051429542337106,0,0,2013-11-15,82.0,5.272999558563747,4.127134385045092,6.175867270105761,5.420534999272286,4.727387818712341,3.4339872044851463,1.0,3.0,4.0,8.0,2.0,0,0,0,0,0,0,3,11,0,67.0,226.0,0,0,1,0,1,0,7.005789019253503,0.01748290577951232,0.17604355716878403,0.05535390199637023,0.4355716878402904,0.20417422867513613,0.10163339382940109,0.02722323049001815,15.0,0.2,0.5333333333333333,0.26666666666666666,0.06666666666666667,0,0.0,0,0,0,1,0
8180,1952,Master,Divorced,10.991291642487635,1,1,2013-11-15,53.0,5.455321115357702,1.0986122886681096,3.9889840465642745,1.3862943611198906,1.791759469228055,2.70805020110221,3.0,6.0,1.0,5.0,6.0,0,0,0,0,0,0,3,11,0,74.0,226.0,2,1,1,0,1,0,5.739792912179234,0.005222899888802777,0.7516129032258064,0.0064516129032258064,0.17096774193548386,0.00967741935483871,0.016129032258064516,0.04516129032258064,12.0,0.5,0.4166666666666667,0.08333333333333333,0.25,0,0.0,0,0,0,0,0
2569,1987,Graduation,Married,9.759848102334518,0,0,2012-10-10,38.0,1.3862943611198906,2.70805020110221,2.8903717578961645,1.9459101490553132,0.6931471805599453,1.791759469228055,1.0,1.0,0.0,3.0,8.0,0,0,0,0,0,0,3,11,0,39.0,627.0,0,0,1,0,0,1,3.8501476017100584,0.0026554291981758355,0.06521739130434782,0.30434782608695654,0.3695652173913043,0.13043478260869565,0.021739130434782608,0.10869565217391304,4.0,0.25,0.75,0.0,0.25,0,0.0,0,0,0,0,1
2114,1946,PhD,Single,11.324195417595107,0,0,2012-11-24,23.0,6.914730892718563,3.1354942159291497,4.7535901911063645,4.0943445622221,4.23410650459726,3.828641396489095,1.0,7.0,6.0,12.0,3.0,0,0,1,1,0,0,3,11,1,80.0,582.0,0,0,1,0,1,0,7.182352111885263,0.015881642512077295,0.7650190114068441,0.016730038022813688,0.08745247148288973,0.044866920152091254,0.05171102661596958,0.034220532319391636,25.0,0.28,0.48,0.24,0.04,0,2.0,1,1,0,1,0
9736,1980,Graduation,Married,10.641870970494749,1,1,2012-12-24,51.0,3.9889840465642745,1.791759469228055,2.995732273553991,1.0986122886681096,2.639057329615259,1.6094379124341003,3.0,3.0,0.0,3.0,8.0,0,0,0,0,0,0,3,11,0,46.0,552.0,2,1,1,0,0,1,4.574710978503383,0.0022939068100358423,0.5520833333333334,0.052083333333333336,0.19791666666666666,0.020833333333333332,0.13541666666666666,0.041666666666666664,6.0,0.5,0.5,0.0,0.5,0,0.0,0,0,0,0,0
4939,1946,Graduation,Together,10.539032102959615,0,0,2012-08-31,20.0,4.442651256490317,1.791759469228055,3.6635616461296463,5.017279836814924,2.5649493574615367,3.367295829986474,2.0,4.0,1.0,6.0,7.0,0,0,0,0,0,0,3,11,0,80.0,667.0,0,0,1,0,0,1,5.762051382780177,0.008395127118644067,0.26498422712933756,0.015772870662460567,0.11987381703470032,0.47318611987381703,0.03785488958990536,0.08832807570977919,11.0,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.18181818181818182,0,0.0,0,1,0,0,0
6565,1949,Master,Married,11.251508751434526,0,1,2013-03-28,91.0,6.920671504248683,4.394449154672439,6.212606095751519,0.0,2.833213344056216,5.176149732573829,2.0,11.0,4.0,9.0,5.0,0,0,0,1,0,0,3,11,0,77.0,458.0,1,1,1,0,0,1,7.48605261786314,0.023144360023378142,0.5679012345679012,0.04489337822671156,0.27946127946127947,0.0,0.008978675645342313,0.09876543209876543,24.0,0.4583333333333333,0.375,0.16666666666666666,0.08333333333333333,0,1.0,1,0,1,1,0
2278,1985,2n Cycle,Single,10.428600622910189,1,0,2012-11-03,86.0,1.6094379124341003,2.8903717578961645,2.995732273553991,3.4339872044851463,3.2188758248682006,3.6888794541139363,2.0,2.0,1.0,3.0,6.0,0,0,0,0,0,0,3,11,0,41.0,603.0,1,1,0,1,1,0,4.897839799950911,0.003933514728498758,0.03007518796992481,0.12781954887218044,0.14285714285714285,0.22556390977443608,0.18045112781954886,0.2932330827067669,6.0,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0,0.0,0,0,0,0,0
9360,1982,Graduation,Married,10.519780686235853,0,0,2012-08-08,41.0,4.465908118654584,1.0986122886681096,4.304065093204169,4.248495242049359,3.6635616461296463,3.8918202981106265,1.0,4.0,2.0,5.0,8.0,0,0,0,0,0,0,3,11,0,44.0,690.0,0,0,1,0,0,1,5.75890177387728,0.008531317494600432,0.2721518987341772,0.006329113924050633,0.2310126582278481,0.21835443037974683,0.12025316455696203,0.1518987341772152,11.0,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.09090909090909091,0,0.0,0,0,0,0,0
5376,1979,Graduation,Married,7.803026643632217,1,0,2013-01-06,42.0,0.6931471805599453,0.6931471805599453,6.857540350317634,0.6931471805599453,0.6931471805599453,0.6931471805599453,10.0,0.0,10.610000000000127,0.0,1.0,0,0,0,0,0,0,3,11,0,47.0,539.0,1,1,1,0,0,1,7.456454555176209,0.7069881487535759,0.0005780346820809249,0.0005780346820809249,0.9971098265895953,0.0005780346820809249,0.0005780346820809249,0.0005780346820809249,27.610000000000127,0.0,0.0,1.0,0.5357142857142857,1,0.0,0,0,0,1,0
1993,1949,PhD,Married,10.978626485018596,0,1,2012-12-23,63.0,6.7661917146603505,0.0,4.465908118654584,0.0,0.0,2.995732273553991,3.0,2.0,3.0,9.0,8.0,0,1,0,0,0,0,3,11,0,77.0,553.0,1,1,1,0,0,1,6.880384082186005,0.01658504956745781,0.8919753086419753,0.0,0.08847736625514403,0.0,0.0,0.01954732510288066,14.0,0.14285714285714285,0.6428571428571429,0.21428571428571427,0.21428571428571427,0,1.0,1,0,0,0,0
4047,1954,PhD,Married,11.087130090388813,0,1,2014-01-11,0.0,5.953243334287785,0.0,4.634728988229636,3.091042453358316,3.4965075614664802,1.791759469228055,3.0,6.0,2.0,9.0,4.0,0,0,0,0,0,0,3,11,0,72.0,169.0,1,1,1,0,0,1,6.300785794663244,0.008327720286571551,0.7058823529411765,0.0,0.1875,0.03860294117647059,0.058823529411764705,0.009191176470588236,17.0,0.35294117647058826,0.5294117647058824,0.11764705882352941,0.17647058823529413,0,0.0,0,1,0,0,0
1409,1951,Graduation,Together,10.613737640995735,0,1,2013-03-18,69.0,5.602118820879701,1.3862943611198906,3.332204510175204,3.6888794541139363,1.9459101490553132,4.605170185988092,7.0,7.0,1.0,5.0,8.0,0,0,0,0,0,0,3,11,0,75.0,468.0,1,1,1,0,0,1,6.09807428216624,0.010912040109120402,0.6081081081081081,0.006756756756756757,0.060810810810810814,0.08783783783783784,0.013513513513513514,0.22297297297297297,13.0,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.5384615384615384,1,0.0,0,0,0,0,0
7892,1969,Graduation,Single,9.83037908071549,0,0,2013-01-02,89.0,1.9459101490553132,1.6094379124341003,3.258096538021482,2.772588722239781,2.5649493574615367,2.639057329615259,2.0,2.0,1.0,3.0,7.0,0,0,0,0,0,0,3,11,0,57.0,543.0,0,0,1,0,1,0,4.330733340286331,0.004034644144386465,0.08,0.05333333333333334,0.3333333333333333,0.2,0.16,0.17333333333333334,6.0,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0,0.0,0,0,0,0,0
2404,1976,Graduation,Married,10.884816680589505,1,1,2013-05-27,4.0,5.159055299214529,1.6094379124341003,3.4339872044851463,1.3862943611198906,1.9459101490553132,3.7376696182833684,4.0,5.0,1.0,4.0,7.0,0,0,0,0,0,0,3,11,0,50.0,398.0,2,1,1,0,0,1,5.552959584921617,0.004816432092055698,0.6731517509727627,0.01556420233463035,0.11673151750972763,0.011673151750972763,0.023346303501945526,0.15953307392996108,10.0,0.5,0.4,0.1,0.4,0,0.0,0,1,0,0,0
5255,1986,Graduation,Single,10.847052926545164,1,0,2013-02-20,19.0,1.791759469228055,0.6931471805599453,1.3862943611198906,1.3862943611198906,5.261679315450133,5.488937726156687,0.0,11.0,0.0,0.0,1.0,0,0,0,0,0,0,3,11,0,40.0,494.0,1,1,1,0,1,0,6.45833828334479,0.012397458229129162,0.007849293563579277,0.0015698587127158557,0.004709576138147566,0.004709576138147566,0.41287284144427,0.5682888540031397,27.0,1.0,0.0,0.0,0.0,0,0.0,0,1,0,0,0
9422,1989,Graduation,Married,10.554796597479278,1,0,2013-05-31,26.0,3.6109179126442243,1.0986122886681096,3.7612001156935624,3.044522437723423,3.091042453358316,2.3978952727983707,2.0,2.0,1.0,4.0,3.0,0,0,0,0,0,0,3,11,0,37.0,394.0,1,1,1,0,0,1,4.882801922586371,0.0034150156412930135,0.2748091603053435,0.015267175572519083,0.32061068702290074,0.15267175572519084,0.16030534351145037,0.07633587786259542,7.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,0,0.0,0,1,0,0,0
1966,1965,PhD,Married,11.345914106667006,0,0,2013-11-22,96.0,6.529418838262226,4.61512051684126,6.687108607866515,3.091042453358316,4.204692619390966,0.0,1.0,6.0,9.0,10.0,2.0,0,0,1,0,0,0,3,11,0,61.0,219.0,0,0,1,0,0,1,7.422373700986824,0.019759389255241202,0.4090909090909091,0.05980861244019139,0.47906698564593303,0.012559808612440191,0.039473684210526314,0.0,25.0,0.24,0.4,0.36,0.04,0,1.0,1,0,1,1,0
6864,1989,Master,Divorced,9.30383071506352,0,0,2014-05-22,34.0,2.1972245773362196,1.6094379124341003,2.3978952727983707,1.0986122886681096,1.0986122886681096,1.6094379124341003,2.0,3.0,0.0,3.0,5.0,0,0,0,0,0,0,3,11,0,37.0,38.0,0,0,1,0,1,0,3.4339872044851463,0.0027324892977502505,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,6.0,0.5,0.5,0.0,0.3333333333333333,0,0.0,0,0,0,0,1
3033,1963,Master,Together,10.561551448966803,0,0,2013-05-11,56.0,4.727387818712341,2.8903717578961645,3.8066624897703196,3.5553480614894135,3.1354942159291497,4.499809670330265,1.0,2.0,5.0,3.0,3.0,0,0,0,0,0,0,3,11,0,63.0,414.0,0,0,1,0,0,1,5.765191102784844,0.008234075608493008,0.3522012578616352,0.05345911949685535,0.13836477987421383,0.1069182389937107,0.06918238993710692,0.279874213836478,10.0,0.2,0.3,0.5,0.1,0,0.0,0,0,0,0,0
5710,1970,Graduation,Together,10.61026639832702,0,1,2012-10-10,31.0,4.709530201312334,0.0,1.791759469228055,1.0986122886681096,0.0,1.3862943611198906,2.0,2.0,1.0,4.0,5.0,0,1,0,0,0,0,3,11,0,56.0,627.0,1,1,1,0,0,1,4.795790545596741,0.002959455460195324,0.9166666666666666,0.0,0.041666666666666664,0.016666666666666666,0.0,0.025,7.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,0,1.0,1,0,0,0,0
7373,1952,PhD,Divorced,10.749591843760111,0,2,2012-10-29,8.0,4.574710978503383,2.5649493574615367,4.574710978503383,3.5263605246161616,3.1354942159291497,3.784189633918261,6.0,4.0,1.0,6.0,6.0,0,0,0,0,0,0,3,11,1,74.0,608.0,2,1,1,0,1,0,5.713732805509369,0.00647929628835014,0.31788079470198677,0.039735099337748346,0.31788079470198677,0.10927152317880795,0.0728476821192053,0.1423841059602649,11.0,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.5454545454545454,1,0.0,0,1,0,0,0
8755,1946,Master,Married,11.13689293754577,0,0,2013-02-20,4.0,6.180016653652572,3.5553480614894135,6.156978985585555,4.787491742782046,4.23410650459726,3.1354942159291497,1.0,3.0,5.0,9.0,7.0,0,0,0,0,0,0,3,11,0,80.0,494.0,0,0,1,0,0,1,7.087573705557973,0.01741992804812328,0.40301003344481606,0.028428093645484948,0.39381270903010035,0.09949832775919733,0.056856187290969896,0.01839464882943144,17.0,0.17647058823529413,0.5294117647058824,0.29411764705882354,0.058823529411764705,0,0.0,0,1,0,1,0
10738,1951,Master,Single,10.807503253534671,1,1,2013-08-29,55.0,3.713572066704308,0.0,2.995732273553991,1.0986122886681096,0.6931471805599453,1.3862943611198906,1.0,2.0,0.0,3.0,7.0,0,0,0,0,0,0,3,11,0,75.0,304.0,2,1,1,0,1,0,4.189654742026425,0.0013160825284982485,0.6153846153846154,0.0,0.2923076923076923,0.03076923076923077,0.015384615384615385,0.046153846153846156,5.0,0.4,0.6,0.0,0.2,0,0.0,0,0,0,0,1
4339,1970,PhD,Married,11.117717571314712,0,1,2013-12-31,37.0,6.555356891810665,2.8903717578961645,5.0238805208462765,0.0,2.1972245773362196,3.58351893845611,5.0,5.0,6.0,12.0,2.0,0,0,0,0,0,0,3,11,0,56.0,180.0,1,1,1,0,0,1,6.81783057145415,0.013555446676465785,0.768893756845564,0.018619934282584884,0.16538882803943045,0.0,0.008762322015334063,0.038335158817086525,23.0,0.21739130434782608,0.5217391304347826,0.2608695652173913,0.21739130434782608,0,0.0,0,0,0,0,0
10755,1976,2n Cycle,Married,10.074031693706946,1,0,2013-09-02,76.0,1.9459101490553132,1.3862943611198906,2.70805020110221,2.772588722239781,2.0794415416798357,3.6109179126442243,3.0,3.0,1.0,2.0,7.0,0,0,0,0,0,0,3,11,0,50.0,300.0,1,1,0,1,0,1,4.406719247264253,0.0034151277510751326,0.07407407407407407,0.037037037037037035,0.1728395061728395,0.18518518518518517,0.08641975308641975,0.4444444444444444,6.0,0.5,0.3333333333333333,0.16666666666666666,0.5,0,0.0,0,0,0,0,0
8595,1973,Graduation,Widow,10.65561093819637,0,1,2014-02-11,98.0,4.02535169073515,0.0,1.9459101490553132,1.0986122886681096,0.0,1.6094379124341003,2.0,1.0,1.0,3.0,5.0,0,0,0,0,0,0,3,11,0,53.0,138.0,1,1,1,0,1,0,4.219507705176107,0.0015791086285323716,0.8208955223880597,0.0,0.08955223880597014,0.029850746268656716,0.0,0.05970149253731343,5.0,0.2,0.6,0.2,0.4,0,0.0,0,0,1,0,1
2968,1943,PhD,Divorced,10.79853421874079,0,0,2013-02-01,53.0,6.082218910376446,2.1972245773362196,5.332718793265369,5.081404364984463,3.912023005428146,3.7612001156935624,2.0,7.0,10.0,5.0,6.0,1,0,0,0,0,0,3,11,1,81.0,513.0,0,0,1,0,1,0,6.805722553416985,0.01842771921222522,0.4844789356984479,0.008869179600886918,0.22838137472283815,0.17738359201773837,0.05432372505543237,0.04656319290465632,22.0,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.09090909090909091,0,1.0,1,0,0,0,0
8601,1980,Graduation,Married,11.289931902407144,0,1,2013-04-29,3.0,6.045005314036012,4.343805421853684,6.285998094508865,4.418840607796598,5.187385805840755,4.634728988229636,2.0,8.0,6.0,5.0,4.0,0,0,0,0,0,0,3,11,0,46.0,426.0,1,1,1,0,0,1,7.241366283322318,0.01743510267338241,0.3017921146953405,0.05448028673835126,0.3842293906810036,0.05878136200716846,0.12759856630824373,0.07311827956989247,19.0,0.42105263157894735,0.2631578947368421,0.3157894736842105,0.10526315789473684,0,0.0,0,1,0,1,0
503,1985,Master,Married,9.931102719569102,1,0,2013-03-12,88.0,2.639057329615259,0.6931471805599453,3.4011973816621555,1.3862943611198906,0.0,2.0794415416798357,2.0,2.0,0.0,3.0,8.0,0,0,0,0,0,0,3,11,0,41.0,474.0,1,1,1,0,0,1,3.9889840465642745,0.0025779463981711174,0.24528301886792453,0.018867924528301886,0.5471698113207547,0.05660377358490566,0.0,0.1320754716981132,5.0,0.4,0.6,0.0,0.4,0,0.0,0,0,0,0,1
8430,1957,Graduation,Together,9.99857043378282,0,1,2012-12-24,4.0,2.302585092994046,0.0,1.9459101490553132,1.3862943611198906,0.6931471805599453,1.3862943611198906,1.0,0.0,0.0,3.0,5.0,0,0,0,0,0,0,3,11,0,69.0,552.0,1,1,1,0,0,1,3.1354942159291497,0.0010002728016731835,0.4090909090909091,0.0,0.2727272727272727,0.13636363636363635,0.045454545454545456,0.13636363636363635,3.0,0.0,1.0,0.0,0.3333333333333333,0,0.0,0,1,0,0,1
7281,1959,PhD,Single,10.847052926545164,0,0,2013-11-05,80.0,4.406719247264253,2.4849066497880004,3.9318256327243257,1.3862943611198906,1.0986122886681096,3.6888794541139363,1.0,1.0,3.0,4.0,2.0,0,0,0,0,0,0,3,11,0,67.0,236.0,0,0,1,0,1,0,5.231108616854587,0.0036199799538744488,0.43548387096774194,0.05913978494623656,0.26881720430107525,0.016129032258064516,0.010752688172043012,0.20967741935483872,8.0,0.125,0.5,0.375,0.125,0,0.0,0,0,0,0,0
2139,1975,Master,Married,8.922791623969637,1,0,2013-10-02,19.0,1.3862943611198906,0.6931471805599453,2.3978952727983707,1.3862943611198906,1.0986122886681096,2.5649493574615367,3.0,2.0,0.0,3.0,5.0,0,0,0,0,0,0,3,11,0,51.0,270.0,1,1,1,0,0,1,3.4657359027997265,0.0041333333333333335,0.0967741935483871,0.03225806451612903,0.3225806451612903,0.0967741935483871,0.06451612903225806,0.3870967741935484,5.0,0.4,0.6,0.0,0.6,1,0.0,0,1,0,0,1
1371,1976,Graduation,Single,11.289056650716423,0,0,2014-06-28,72.0,4.820281565605037,5.10594547390058,5.58724865840025,5.429345628954441,3.4339872044851463,5.1647859739235145,1.0,2.0,4.0,9.0,1.0,0,0,0,0,0,0,3,11,0,50.0,1.0,0,0,1,0,1,0,6.892641641172089,0.012309077944984426,0.125,0.16666666666666666,0.2703252032520325,0.2306910569105691,0.03048780487804878,0.17682926829268292,15.0,0.13333333333333333,0.6,0.26666666666666666,0.06666666666666667,0,0.0,0,0,0,0,0
9909,1996,2n Cycle,Married,8.922791623969637,0,0,2012-11-09,24.0,1.3862943611198906,2.9444389791664403,2.70805020110221,2.772588722239781,3.1354942159291497,3.9318256327243257,3.0,3.0,1.0,3.0,9.0,0,0,0,0,0,0,3,11,1,30.0,597.0,0,0,0,1,0,1,4.812184355372417,0.016266666666666665,0.02459016393442623,0.14754098360655737,0.11475409836065574,0.12295081967213115,0.18032786885245902,0.4098360655737705,7.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0,0.0,0,1,0,0,0
7286,1968,Graduation,Together,10.638951609723101,1,0,2013-05-24,92.0,2.639057329615259,1.9459101490553132,2.772588722239781,1.3862943611198906,1.791759469228055,2.639057329615259,1.0,2.0,0.0,2.0,9.0,0,0,0,0,0,0,3,11,0,58.0,401.0,1,1,1,0,0,1,4.02535169073515,0.0013180598159509202,0.23636363636363636,0.10909090909090909,0.2727272727272727,0.05454545454545454,0.09090909090909091,0.23636363636363636,4.0,0.5,0.5,0.0,0.25,0,0.0,0,0,1,0,1
7244,1951,Graduation,Single,10.847052926545164,2,1,2014-01-01,96.0,3.8918202981106265,1.791759469228055,3.8918202981106265,1.9459101490553132,2.3978952727983707,2.0794415416798357,3.0,2.0,1.0,4.0,6.0,0,0,0,0,0,0,3,11,0,75.0,179.0,3,1,1,0,1,0,4.8283137373023015,0.0024133199692496325,0.3870967741935484,0.04032258064516129,0.3870967741935484,0.04838709677419355,0.08064516129032258,0.056451612903225805,7.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.42857142857142855,0,0.0,0,0,1,0,0
6566,1954,PhD,Married,11.19204504181486,1,1,2012-11-08,39.0,6.717804695023691,3.9318256327243257,5.762051382780177,3.9318256327243257,3.6635616461296463,3.6635616461296463,9.0,5.0,2.0,12.0,8.0,0,0,0,0,0,0,3,11,0,72.0,598.0,2,1,1,0,0,1,7.1853870155804165,0.01818056512749828,0.6262319939347991,0.03790750568612585,0.2403335860500379,0.03790750568612585,0.02880970432145565,0.02880970432145565,19.0,0.2631578947368421,0.631578947368421,0.10526315789473684,0.47368421052631576,0,0.0,0,0,0,1,0
